flight_date,origin,destination,fare_class,booking_channel,passengers,avg_fare,revenue,load_factor
2024-06-22,JFK,SFO,Business,Website,26,880.47,22892.22,0.6
2024-06-22,JFK,SFO,First,Travel Agent,11,1273.91,14013.01,0.6
2024-06-22,LAX,DEN,Economy,Travel Agent,24,178.34,4280.16,0.86
2024-06-22,LAX,DEN,Premium Economy,Website,15,423.37,6350.55,0.69
2024-06-22,LAX,DEN,Business,Corporate,29,856.76,24846.04,0.97
2024-06-22,LAX,DEN,First,Mobile App,28,1431.75,40089.0,0.79
2024-06-22,ATL,BOS,Economy,Travel Agent,87,139.47,12133.89,0.63
2024-06-22,ATL,BOS,Premium Economy,Corporate,6,393.05,2358.3,0.55
2024-06-22,ATL,BOS,Business,Travel Agent,6,734.37,4406.22,0.95
2024-06-22,ATL,BOS,First,Corporate,40,1572.3,62892.0,0.85
2024-06-22,DEN,ORD,Economy,Travel Agent,96,152.68,14657.28,0.73
2024-06-22,DEN,ORD,Premium Economy,Travel Agent,40,353.92,14156.8,0.64
2024-06-22,DEN,ORD,Business,Website,8,635.94,5087.52,0.8
2024-06-22,DEN,ORD,First,Travel Agent,24,1463.53,35124.72,0.95
2024-06-22,SFO,SEA,Economy,Corporate,98,130.19,12758.62,0.88
2024-06-22,SFO,SEA,Premium Economy,Travel Agent,13,417.73,5430.49,0.74
2024-06-22,SFO,SEA,Business,Website,26,801.72,20844.72,0.72
2024-06-22,SFO,SEA,First,Travel Agent,3,1443.67,4331.01,0.66
2024-06-22,BOS,DCA,Economy,Website,174,149.5,26013.0,0.57
2024-06-22,BOS,DCA,Premium Economy,Travel Agent,19,413.12,7849.28,0.6
2024-06-22,BOS,DCA,Business,Mobile App,26,625.99,16275.74,0.77
2024-06-22,BOS,DCA,First,Corporate,18,1772.03,31896.54,0.57
2024-06-22,JFK,ORD,Economy,Corporate,31,171.22,5307.82,0.93
2024-06-22,JFK,ORD,Premium Economy,Website,28,431.49,12081.72,0.73
2024-06-22,JFK,ORD,Business,Website,8,886.2,7089.6,0.76
2024-06-22,JFK,ORD,First,Mobile App,28,1157.55,32411.4,0.62
2024-06-22,LAX,SEA,Economy,Website,173,123.96,21445.08,0.62
2024-06-22,LAX,SEA,Premium Economy,Mobile App,11,292.79,3220.69,0.63
2024-06-22,LAX,SEA,Business,Mobile App,36,734.72,26449.92,0.67
2024-06-22,LAX,SEA,First,Travel Agent,35,1775.76,62151.6,0.63
2024-06-23,MIA,ATL,Economy,Website,31,131.63,4080.53,0.85
2024-06-23,MIA,ATL,Premium Economy,Mobile App,3,327.1,981.3,0.91
2024-06-23,MIA,ATL,Business,Travel Agent,30,699.75,20992.5,0.95
2024-06-23,MIA,ATL,First,Mobile App,35,1703.62,59626.7,0.8
2024-06-23,BOS,DCA,Economy,Website,116,172.19,19974.04,0.67
2024-06-23,BOS,DCA,Premium Economy,Travel Agent,37,429.49,15891.13,0.97
2024-06-23,BOS,DCA,Business,Corporate,3,828.43,2485.29,0.6
2024-06-23,BOS,DCA,First,Website,3,1765.07,5295.21,0.93
2024-06-23,LAX,SEA,Economy,Website,89,159.99,14239.11,0.65
2024-06-23,LAX,SEA,Premium Economy,Website,10,371.83,3718.3,0.89
2024-06-23,LAX,SEA,Business,Website,18,986.64,17759.52,0.67
2024-06-23,LAX,SEA,First,Corporate,20,1727.9,34558.0,0.87
2024-06-23,JFK,LAX,Economy,Mobile App,49,154.84,7587.16,0.59
2024-06-23,JFK,LAX,Premium Economy,Mobile App,16,272.59,4361.44,0.88
2024-06-23,JFK,LAX,Business,Corporate,37,1006.72,37248.64,0.83
2024-06-23,JFK,LAX,First,Website,16,1637.06,26192.96,0.75
2024-06-23,SFO,SEA,Economy,Website,29,163.27,4734.83,0.65
2024-06-23,SFO,SEA,Premium Economy,Corporate,17,310.9,5285.3,0.9
2024-06-23,SFO,SEA,Business,Corporate,2,856.54,1713.08,0.69
2024-06-23,SFO,SEA,First,Travel Agent,24,1549.84,37196.16,0.94
2024-06-23,JFK,MIA,Economy,Travel Agent,83,157.85,13101.55,0.85
2024-06-23,JFK,MIA,Premium Economy,Website,19,360.31,6845.89,0.63
2024-06-23,JFK,MIA,Business,Website,40,949.31,37972.4,0.96
2024-06-23,JFK,MIA,First,Website,24,1648.42,39562.08,0.93
2024-06-23,ATL,BOS,Economy,Corporate,22,116.26,2557.72,0.86
2024-06-23,ATL,BOS,Premium Economy,Corporate,31,324.5,10059.5,0.65
2024-06-23,ATL,BOS,Business,Corporate,25,918.9,22972.5,0.74
2024-06-23,ATL,BOS,First,Website,22,1211.76,26658.72,0.61
2024-06-23,LAX,DEN,Economy,Corporate,62,121.91,7558.42,0.73
2024-06-23,LAX,DEN,Premium Economy,Website,37,319.01,11803.37,0.58
2024-06-23,LAX,DEN,Business,Travel Agent,3,709.78,2129.34,0.77
2024-06-23,LAX,DEN,First,Mobile App,27,1496.82,40414.14,0.81
2024-06-23,ORD,DFW,Economy,Mobile App,106,161.29,17096.74,0.68
2024-06-23,ORD,DFW,Premium Economy,Travel Agent,33,346.05,11419.65,0.92
2024-06-23,ORD,DFW,Business,Mobile App,2,750.01,1500.02,0.78
2024-06-23,ORD,DFW,First,Mobile App,11,1325.08,14575.88,0.94
2024-06-23,JFK,SFO,Economy,Mobile App,136,130.51,17749.36,0.55
2024-06-23,JFK,SFO,Premium Economy,Website,31,314.82,9759.42,0.86
2024-06-23,JFK,SFO,Business,Travel Agent,23,667.14,15344.22,0.7
2024-06-23,JFK,SFO,First,Corporate,22,1584.25,34853.5,0.78
2024-06-24,ATL,BOS,Economy,Corporate,76,116.28,8837.28,0.62
2024-06-24,ATL,BOS,Premium Economy,Corporate,15,279.12,4186.8,0.65
2024-06-24,ATL,BOS,Business,Mobile App,23,866.03,19918.69,0.84
2024-06-24,ATL,BOS,First,Travel Agent,16,1410.36,22565.76,0.91
2024-06-24,LAX,SEA,Economy,Travel Agent,40,161.28,6451.2,0.78
2024-06-24,LAX,SEA,Premium Economy,Mobile App,3,276.54,829.62,0.94
2024-06-24,LAX,SEA,Business,Mobile App,27,859.99,23219.73,0.63
2024-06-24,LAX,SEA,First,Website,8,1470.69,11765.52,0.76
2024-06-24,MIA,ATL,Economy,Mobile App,38,158.42,6019.96,0.56
2024-06-24,MIA,ATL,Premium Economy,Website,36,337.22,12139.92,0.95
2024-06-24,MIA,ATL,Business,Mobile App,24,977.02,23448.48,0.84
2024-06-24,MIA,ATL,First,Mobile App,26,1799.89,46797.14,0.81
2024-06-24,JFK,LAX,Economy,Corporate,6,177.01,1062.06,0.72
2024-06-24,JFK,LAX,Premium Economy,Mobile App,4,406.46,1625.84,0.97
2024-06-24,JFK,LAX,Business,Website,39,951.21,37097.19,0.62
2024-06-24,JFK,LAX,First,Website,24,1369.49,32867.76,0.55
2024-06-24,ORD,DFW,Economy,Mobile App,29,118.45,3435.05,0.84
2024-06-24,ORD,DFW,Premium Economy,Website,17,286.65,4873.05,0.83
2024-06-24,ORD,DFW,Business,Mobile App,16,769.73,12315.68,0.76
2024-06-24,ORD,DFW,First,Corporate,5,1213.02,6065.1,0.55
2024-06-24,JFK,SFO,Economy,Website,153,128.43,19649.79,0.83
2024-06-24,JFK,SFO,Premium Economy,Corporate,11,285.51,3140.61,0.63
2024-06-24,JFK,SFO,Business,Travel Agent,19,770.86,14646.34,0.85
2024-06-24,JFK,SFO,First,Website,25,1522.17,38054.25,0.7
2024-06-24,JFK,ORD,Economy,Travel Agent,120,115.38,13845.6,0.8
2024-06-24,JFK,ORD,Premium Economy,Mobile App,20,306.92,6138.4,0.89
2024-06-24,JFK,ORD,Business,Travel Agent,15,907.51,13612.65,0.61
2024-06-24,JFK,ORD,First,Mobile App,26,1211.65,31502.9,0.83
2024-06-24,DEN,ORD,Economy,Corporate,141,148.71,20968.11,0.88
2024-06-24,DEN,ORD,Premium Economy,Travel Agent,20,324.49,6489.8,0.74
2024-06-24,DEN,ORD,Business,Travel Agent,30,950.77,28523.1,0.56
2024-06-24,DEN,ORD,First,Website,24,1594.76,38274.24,0.63
2024-06-25,BOS,DCA,Economy,Travel Agent,125,127.93,15991.25,0.83
2024-06-25,BOS,DCA,Premium Economy,Corporate,3,280.04,840.12,0.89
2024-06-25,BOS,DCA,Business,Mobile App,22,839.97,18479.34,0.76
2024-06-25,BOS,DCA,First,Website,6,1444.88,8669.28,0.89
2024-06-25,JFK,SFO,Economy,Website,67,126.42,8470.14,0.58
2024-06-25,JFK,SFO,Premium Economy,Website,37,334.45,12374.65,0.84
2024-06-25,JFK,SFO,Business,Corporate,32,633.38,20268.16,0.82
2024-06-25,JFK,SFO,First,Mobile App,10,1393.42,13934.2,0.62
2024-06-25,DEN,ORD,Economy,Corporate,96,124.06,11909.76,0.8
2024-06-25,DEN,ORD,Premium Economy,Website,26,414.79,10784.54,0.9
2024-06-25,DEN,ORD,Business,Travel Agent,25,876.38,21909.5,0.73
2024-06-25,DEN,ORD,First,Corporate,20,1212.33,24246.6,0.91
2024-06-25,ATL,BOS,Economy,Travel Agent,15,129.06,1935.9,0.56
2024-06-25,ATL,BOS,Premium Economy,Mobile App,23,345.0,7935.0,0.88
2024-06-25,ATL,BOS,Business,Mobile App,36,846.22,30463.92,0.79
2024-06-25,ATL,BOS,First,Mobile App,6,1781.07,10686.42,0.64
2024-06-25,SFO,SEA,Economy,Travel Agent,158,146.69,23177.02,0.83
2024-06-25,SFO,SEA,Premium Economy,Corporate,15,332.64,4989.6,0.6
2024-06-25,SFO,SEA,Business,Corporate,36,918.44,33063.84,0.86
2024-06-25,SFO,SEA,First,Website,37,1505.44,55701.28,0.64
2024-06-25,JFK,ORD,Economy,Corporate,150,144.92,21738.0,0.58
2024-06-25,JFK,ORD,Premium Economy,Travel Agent,35,419.25,14673.75,0.61
2024-06-25,JFK,ORD,Business,Website,19,662.36,12584.84,0.84
2024-06-25,JFK,ORD,First,Website,24,1738.46,41723.04,0.62
2024-06-25,ORD,DFW,Economy,Corporate,52,143.49,7461.48,0.74
2024-06-25,ORD,DFW,Premium Economy,Mobile App,25,415.21,10380.25,0.58
2024-06-25,ORD,DFW,Business,Mobile App,19,814.26,15470.94,0.69
2024-06-25,ORD,DFW,First,Travel Agent,17,1310.84,22284.28,0.76
2024-06-25,LAX,DEN,Economy,Travel Agent,85,163.63,13908.55,0.95
2024-06-25,LAX,DEN,Premium Economy,Corporate,28,371.88,10412.64,0.66
2024-06-25,LAX,DEN,Business,Corporate,39,823.41,32112.99,0.73
2024-06-25,LAX,DEN,First,Mobile App,38,1352.65,51400.7,0.67
2024-06-25,JFK,MIA,Economy,Travel Agent,10,174.99,1749.9,0.68
2024-06-25,JFK,MIA,Premium Economy,Mobile App,28,321.7,9007.6,0.8
2024-06-25,JFK,MIA,Business,Corporate,36,751.53,27055.08,0.95
2024-06-25,JFK,MIA,First,Website,5,1254.96,6274.8,0.92
2024-06-25,JFK,LAX,Economy,Mobile App,111,169.25,18786.75,0.86
2024-06-25,JFK,LAX,Premium Economy,Mobile App,16,369.14,5906.24,0.87
2024-06-25,JFK,LAX,Business,Website,39,863.42,33673.38,0.88
2024-06-25,JFK,LAX,First,Travel Agent,19,1645.07,31256.33,0.92
2024-06-26,JFK,MIA,Economy,Travel Agent,52,180.07,9363.64,0.61
2024-06-26,JFK,MIA,Premium Economy,Mobile App,33,317.97,10493.01,0.75
2024-06-26,JFK,MIA,Business,Website,24,735.88,17661.12,0.97
2024-06-26,JFK,MIA,First,Corporate,10,1769.74,17697.4,0.71
2024-06-26,MIA,ATL,Economy,Travel Agent,18,165.46,2978.28,0.75
2024-06-26,MIA,ATL,Premium Economy,Mobile App,35,307.47,10761.45,0.61
2024-06-26,MIA,ATL,Business,Travel Agent,11,800.59,8806.49,0.88
2024-06-26,MIA,ATL,First,Mobile App,11,1472.19,16194.09,0.85
2024-06-26,JFK,SFO,Economy,Travel Agent,106,138.0,14628.0,0.76
2024-06-26,JFK,SFO,Premium Economy,Corporate,14,270.77,3790.78,0.73
2024-06-26,JFK,SFO,Business,Mobile App,35,885.65,30997.75,0.73
2024-06-26,JFK,SFO,First,Website,10,1233.23,12332.3,0.93
2024-06-26,LAX,SEA,Economy,Mobile App,17,117.15,1991.55,0.93
2024-06-26,LAX,SEA,Premium Economy,Travel Agent,19,353.37,6714.03,0.6
2024-06-26,LAX,SEA,Business,Travel Agent,36,925.56,33320.16,0.64
2024-06-26,LAX,SEA,First,Mobile App,30,1456.46,43693.8,0.84
2024-06-26,ORD,DFW,Economy,Corporate,135,116.85,15774.75,0.62
2024-06-26,ORD,DFW,Premium Economy,Corporate,7,352.59,2468.13,0.85
2024-06-26,ORD,DFW,Business,Corporate,23,627.4,14430.2,0.83
2024-06-26,ORD,DFW,First,Travel Agent,20,1588.74,31774.8,0.93
2024-06-26,ATL,BOS,Economy,Mobile App,99,116.93,11576.07,0.94
2024-06-26,ATL,BOS,Premium Economy,Travel Agent,5,364.27,1821.35,0.6
2024-06-26,ATL,BOS,Business,Mobile App,25,680.77,17019.25,0.88
2024-06-26,ATL,BOS,First,Website,15,1805.83,27087.45,0.71
2024-06-27,JFK,SFO,Economy,Corporate,140,140.04,19605.6,0.86
2024-06-27,JFK,SFO,Premium Economy,Website,5,359.67,1798.35,0.64
2024-06-27,JFK,SFO,Business,Website,6,735.48,4412.88,0.58
2024-06-27,JFK,SFO,First,Website,6,1347.8,8086.8,0.7
2024-06-27,BOS,DCA,Economy,Corporate,92,179.54,16517.68,0.58
2024-06-27,BOS,DCA,Premium Economy,Mobile App,14,408.85,5723.9,0.77
2024-06-27,BOS,DCA,Business,Website,15,731.03,10965.45,0.76
2024-06-27,BOS,DCA,First,Corporate,34,1382.2,46994.8,0.57
2024-06-27,LAX,DEN,Economy,Website,8,160.16,1281.28,0.59
2024-06-27,LAX,DEN,Premium Economy,Corporate,22,355.54,7821.88,0.71
2024-06-27,LAX,DEN,Business,Corporate,30,666.9,20007.0,0.79
2024-06-27,LAX,DEN,First,Website,40,1217.67,48706.8,0.57
2024-06-27,LAX,SEA,Economy,Corporate,173,172.1,29773.3,0.59
2024-06-27,LAX,SEA,Premium Economy,Mobile App,8,350.07,2800.56,0.74
2024-06-27,LAX,SEA,Business,Website,26,766.67,19933.42,0.73
2024-06-27,LAX,SEA,First,Corporate,38,1233.23,46862.74,0.8
2024-06-27,ORD,DFW,Economy,Corporate,153,146.77,22455.81,0.87
2024-06-27,ORD,DFW,Premium Economy,Mobile App,12,380.35,4564.2,0.73
2024-06-27,ORD,DFW,Business,Corporate,22,963.22,21190.84,0.92
2024-06-27,ORD,DFW,First,Travel Agent,36,1850.15,66605.4,0.64
2024-06-27,JFK,LAX,Economy,Mobile App,169,133.6,22578.4,0.78
2024-06-27,JFK,LAX,Premium Economy,Travel Agent,30,339.69,10190.7,0.85
2024-06-27,JFK,LAX,Business,Travel Agent,17,720.3,12245.1,0.97
2024-06-27,JFK,LAX,First,Mobile App,26,1355.25,35236.5,0.72
2024-06-28,JFK,SFO,Economy,Travel Agent,73,154.04,11244.92,0.95
2024-06-28,JFK,SFO,Premium Economy,Corporate,40,360.87,14434.8,0.92
2024-06-28,JFK,SFO,Business,Website,14,941.77,13184.78,0.55
2024-06-28,JFK,SFO,First,Travel Agent,31,1299.25,40276.75,0.63
2024-06-28,ATL,BOS,Economy,Corporate,148,146.16,21631.68,0.9
2024-06-28,ATL,BOS,Premium Economy,Mobile App,6,311.65,1869.9,0.82
2024-06-28,ATL,BOS,Business,Website,10,688.2,6882.0,0.93
2024-06-28,ATL,BOS,First,Travel Agent,29,1831.24,53105.96,0.6
2024-06-28,DEN,ORD,Economy,Mobile App,144,115.52,16634.88,0.75
2024-06-28,DEN,ORD,Premium Economy,Mobile App,2,426.95,853.9,0.78
2024-06-28,DEN,ORD,Business,Corporate,2,672.77,1345.54,0.82
2024-06-28,DEN,ORD,First,Mobile App,12,1552.01,18624.12,0.96
2024-06-28,LAX,DEN,Economy,Corporate,34,148.98,5065.32,0.6
2024-06-28,LAX,DEN,Premium Economy,Travel Agent,10,292.36,2923.6,0.85
2024-06-28,LAX,DEN,Business,Corporate,26,878.46,22839.96,0.64
2024-06-28,LAX,DEN,First,Website,7,1158.21,8107.47,0.61
2024-06-28,JFK,LAX,Economy,Website,76,174.76,13281.76,0.61
2024-06-28,JFK,LAX,Premium Economy,Travel Agent,33,382.22,12613.26,0.64
2024-06-28,JFK,LAX,Business,Website,32,760.03,24320.96,0.91
2024-06-28,JFK,LAX,First,Corporate,8,1861.53,14892.24,0.88
2024-06-28,MIA,ATL,Economy,Corporate,178,182.5,32485.0,0.8
2024-06-28,MIA,ATL,Premium Economy,Corporate,25,287.0,7175.0,0.86
2024-06-28,MIA,ATL,Business,Corporate,27,760.45,20532.15,0.72
2024-06-28,MIA,ATL,First,Corporate,4,1444.84,5779.36,0.81
2024-06-28,SFO,SEA,Economy,Corporate,65,152.93,9940.45,0.63
2024-06-28,SFO,SEA,Premium Economy,Travel Agent,25,271.5,6787.5,0.62
2024-06-28,SFO,SEA,Business,Travel Agent,26,992.54,25806.04,0.84
2024-06-28,SFO,SEA,First,Travel Agent,31,1293.32,40092.92,0.82
2024-06-29,JFK,MIA,Economy,Website,97,148.22,14377.34,0.85
2024-06-29,JFK,MIA,Premium Economy,Corporate,28,381.66,10686.48,0.57
2024-06-29,JFK,MIA,Business,Website,39,754.48,29424.72,0.6
2024-06-29,JFK,MIA,First,Travel Agent,8,1178.74,9429.92,0.57
2024-06-29,JFK,SFO,Economy,Corporate,43,166.24,7148.32,0.73
2024-06-29,JFK,SFO,Premium Economy,Website,10,353.46,3534.6,0.72
2024-06-29,JFK,SFO,Business,Mobile App,31,885.08,27437.48,0.94
2024-06-29,JFK,SFO,First,Corporate,15,1773.73,26605.95,0.64
2024-06-29,MIA,ATL,Economy,Travel Agent,57,151.75,8649.75,0.7
2024-06-29,MIA,ATL,Premium Economy,Website,8,369.62,2956.96,0.67
2024-06-29,MIA,ATL,Business,Corporate,7,808.08,5656.56,0.9
2024-06-29,MIA,ATL,First,Corporate,34,1326.58,45103.72,0.95
2024-06-29,DEN,ORD,Economy,Corporate,178,176.62,31438.36,0.91
2024-06-29,DEN,ORD,Premium Economy,Mobile App,15,272.65,4089.75,0.59
2024-06-29,DEN,ORD,Business,Corporate,28,894.14,25035.92,0.73
2024-06-29,DEN,ORD,First,Mobile App,11,1712.65,18839.15,0.68
2024-06-29,LAX,SEA,Economy,Travel Agent,156,134.2,20935.2,0.94
2024-06-29,LAX,SEA,Premium Economy,Corporate,20,381.33,7626.6,0.55
2024-06-29,LAX,SEA,Business,Website,11,892.79,9820.69,0.56
2024-06-29,LAX,SEA,First,Corporate,7,1630.13,11410.91,0.68
2024-06-29,SFO,SEA,Economy,Corporate,86,172.07,14798.02,0.59
2024-06-29,SFO,SEA,Premium Economy,Website,23,362.79,8344.17,0.67
2024-06-29,SFO,SEA,Business,Mobile App,9,817.25,7355.25,0.72
2024-06-29,SFO,SEA,First,Mobile App,14,1677.34,23482.76,0.97
2024-06-29,ATL,BOS,Economy,Travel Agent,172,179.9,30942.8,0.94
2024-06-29,ATL,BOS,Premium Economy,Corporate,14,369.31,5170.34,0.9
2024-06-29,ATL,BOS,Business,Website,5,977.76,4888.8,0.86
2024-06-29,ATL,BOS,First,Website,40,1530.95,61238.0,0.8
2024-06-30,SFO,SEA,Economy,Travel Agent,141,176.66,24909.06,0.97
2024-06-30,SFO,SEA,Premium Economy,Mobile App,16,357.29,5716.64,0.69
2024-06-30,SFO,SEA,Business,Travel Agent,36,649.14,23369.04,0.93
2024-06-30,SFO,SEA,First,Mobile App,5,1602.0,8010.0,0.82
2024-06-30,ATL,BOS,Economy,Mobile App,72,118.75,8550.0,0.85
2024-06-30,ATL,BOS,Premium Economy,Corporate,7,338.88,2372.16,0.65
2024-06-30,ATL,BOS,Business,Corporate,36,777.62,27994.32,0.94
2024-06-30,ATL,BOS,First,Website,7,1520.53,10643.71,0.61
2024-06-30,BOS,DCA,Economy,Mobile App,114,163.76,18668.64,0.77
2024-06-30,BOS,DCA,Premium Economy,Travel Agent,38,412.11,15660.18,0.68
2024-06-30,BOS,DCA,Business,Corporate,18,972.71,17508.78,0.88
2024-06-30,BOS,DCA,First,Website,16,1779.71,28475.36,0.58
2024-06-30,JFK,SFO,Economy,Website,94,117.82,11075.08,0.84
2024-06-30,JFK,SFO,Premium Economy,Mobile App,17,382.09,6495.53,0.55
2024-06-30,JFK,SFO,Business,Corporate,14,817.91,11450.74,0.81
2024-06-30,JFK,SFO,First,Travel Agent,8,1856.69,14853.52,0.79
2024-06-30,JFK,LAX,Economy,Website,40,168.98,6759.2,0.84
2024-06-30,JFK,LAX,Premium Economy,Mobile App,28,348.49,9757.72,0.87
2024-06-30,JFK,LAX,Business,Travel Agent,8,876.58,7012.64,0.72
2024-06-30,JFK,LAX,First,Corporate,8,1459.54,11676.32,0.77
2024-06-30,ORD,DFW,Economy,Corporate,37,143.87,5323.19,0.83
2024-06-30,ORD,DFW,Premium Economy,Mobile App,17,337.54,5738.18,0.74
2024-06-30,ORD,DFW,Business,Travel Agent,27,633.58,17106.66,0.93
2024-06-30,ORD,DFW,First,Mobile App,27,1483.12,40044.24,0.62
2024-07-01,JFK,MIA,Economy,Website,54,156.23,8436.42,0.74
2024-07-01,JFK,MIA,Premium Economy,Corporate,27,283.19,7646.13,0.98
2024-07-01,JFK,MIA,Business,Travel Agent,37,689.91,25526.67,0.94
2024-07-01,JFK,MIA,First,Website,39,1485.94,57951.66,0.8
2024-07-01,ORD,DFW,Economy,Travel Agent,32,155.92,4989.44,0.61
2024-07-01,ORD,DFW,Premium Economy,Travel Agent,32,373.38,11948.16,0.75
2024-07-01,ORD,DFW,Business,Corporate,40,749.86,29994.4,0.91
2024-07-01,ORD,DFW,First,Corporate,37,1365.4,50519.8,0.91
2024-07-01,DEN,ORD,Economy,Travel Agent,141,184.29,25984.89,0.56
2024-07-01,DEN,ORD,Premium Economy,Website,20,424.08,8481.6,0.6
2024-07-01,DEN,ORD,Business,Corporate,26,666.65,17332.9,0.69
2024-07-01,DEN,ORD,First,Mobile App,10,1563.59,15635.9,0.8
2024-07-01,MIA,ATL,Economy,Travel Agent,94,177.65,16699.1,0.89
2024-07-01,MIA,ATL,Premium Economy,Corporate,9,282.29,2540.61,0.91
2024-07-01,MIA,ATL,Business,Travel Agent,4,828.98,3315.92,0.57
2024-07-01,MIA,ATL,First,Travel Agent,2,1709.18,3418.36,0.86
2024-07-01,ATL,BOS,Economy,Mobile App,157,134.06,21047.42,0.85
2024-07-01,ATL,BOS,Premium Economy,Mobile App,30,356.64,10699.2,0.79
2024-07-01,ATL,BOS,Business,Corporate,31,760.34,23570.54,0.98
2024-07-01,ATL,BOS,First,Mobile App,11,1614.64,17761.04,0.8
2024-07-01,LAX,SEA,Economy,Website,43,124.09,5335.87,0.7
2024-07-01,LAX,SEA,Premium Economy,Website,34,279.52,9503.68,0.72
2024-07-01,LAX,SEA,Business,Website,12,816.43,9797.16,0.8
2024-07-01,LAX,SEA,First,Website,40,1441.08,57643.2,0.7
2024-07-01,LAX,DEN,Economy,Mobile App,53,126.87,6724.11,0.73
2024-07-01,LAX,DEN,Premium Economy,Mobile App,37,406.7,15047.9,0.56
2024-07-01,LAX,DEN,Business,Mobile App,2,969.71,1939.42,0.89
2024-07-01,LAX,DEN,First,Corporate,3,1612.04,4836.12,0.95
2024-07-02,JFK,MIA,Economy,Travel Agent,167,132.42,22114.14,0.67
2024-07-02,JFK,MIA,Premium Economy,Website,22,385.94,8490.68,0.76
2024-07-02,JFK,MIA,Business,Website,19,938.64,17834.16,0.68
2024-07-02,JFK,MIA,First,Travel Agent,33,1800.93,59430.69,0.66
2024-07-02,ORD,DFW,Economy,Corporate,131,154.28,20210.68,0.89
2024-07-02,ORD,DFW,Premium Economy,Travel Agent,18,377.32,6791.76,0.95
2024-07-02,ORD,DFW,Business,Mobile App,6,723.21,4339.26,0.67
2024-07-02,ORD,DFW,First,Corporate,36,1797.35,64704.6,0.83
2024-07-02,DEN,ORD,Economy,Corporate,136,140.68,19132.48,0.64
2024-07-02,DEN,ORD,Premium Economy,Travel Agent,20,353.92,7078.4,0.79
2024-07-02,DEN,ORD,Business,Mobile App,24,881.93,21166.32,0.83
2024-07-02,DEN,ORD,First,Corporate,28,1605.59,44956.52,0.91
2024-07-02,BOS,DCA,Economy,Mobile App,105,146.46,15378.3,0.91
2024-07-02,BOS,DCA,Premium Economy,Travel Agent,3,309.18,927.54,0.92
2024-07-02,BOS,DCA,Business,Corporate,35,808.38,28293.3,0.75
2024-07-02,BOS,DCA,First,Travel Agent,28,1327.47,37169.16,0.88
2024-07-02,LAX,SEA,Economy,Mobile App,171,162.5,27787.5,0.66
2024-07-02,LAX,SEA,Premium Economy,Mobile App,29,415.17,12039.93,0.98
2024-07-02,LAX,SEA,Business,Travel Agent,4,961.94,3847.76,0.7
2024-07-02,LAX,SEA,First,Travel Agent,5,1381.77,6908.85,0.71
2024-07-02,LAX,DEN,Economy,Website,141,158.1,22292.1,0.67
2024-07-02,LAX,DEN,Premium Economy,Corporate,2,296.55,593.1,0.57
2024-07-02,LAX,DEN,Business,Mobile App,40,733.34,29333.6,0.88
2024-07-02,LAX,DEN,First,Website,30,1653.8,49614.0,0.65
2024-07-02,ATL,BOS,Economy,Corporate,156,180.5,28158.0,0.69
2024-07-02,ATL,BOS,Premium Economy,Travel Agent,2,380.85,761.7,0.65
2024-07-02,ATL,BOS,Business,Website,10,648.74,6487.4,0.69
2024-07-02,ATL,BOS,First,Travel Agent,4,1231.16,4924.64,0.84
2024-07-02,JFK,ORD,Economy,Website,92,136.79,12584.68,0.56
2024-07-02,JFK,ORD,Premium Economy,Mobile App,8,429.98,3439.84,0.68
2024-07-02,JFK,ORD,Business,Travel Agent,6,712.52,4275.12,0.61
2024-07-02,JFK,ORD,First,Corporate,16,1581.57,25305.12,0.9
2024-07-03,MIA,ATL,Economy,Website,47,134.98,6344.06,0.72
2024-07-03,MIA,ATL,Premium Economy,Mobile App,18,417.47,7514.46,0.61
2024-07-03,MIA,ATL,Business,Corporate,26,951.79,24746.54,0.94
2024-07-03,MIA,ATL,First,Travel Agent,5,1231.93,6159.65,0.78
2024-07-03,LAX,DEN,Economy,Corporate,54,131.29,7089.66,0.79
2024-07-03,LAX,DEN,Premium Economy,Travel Agent,23,327.36,7529.28,0.96
2024-07-03,LAX,DEN,Business,Travel Agent,29,870.45,25243.05,0.97
2024-07-03,LAX,DEN,First,Website,22,1572.91,34604.02,0.59
2024-07-03,JFK,ORD,Economy,Corporate,82,163.12,13375.84,0.7
2024-07-03,JFK,ORD,Premium Economy,Travel Agent,16,321.33,5141.28,0.85
2024-07-03,JFK,ORD,Business,Website,28,984.28,27559.84,0.61
2024-07-03,JFK,ORD,First,Mobile App,8,1543.55,12348.4,0.73
2024-07-03,JFK,SFO,Economy,Mobile App,69,133.02,9178.38,0.72
2024-07-03,JFK,SFO,Premium Economy,Mobile App,22,410.9,9039.8,0.91
2024-07-03,JFK,SFO,Business,Travel Agent,12,999.7,11996.4,0.88
2024-07-03,JFK,SFO,First,Travel Agent,13,1787.74,23240.62,0.87
2024-07-03,SFO,SEA,Economy,Website,139,152.19,21154.41,0.6
2024-07-03,SFO,SEA,Premium Economy,Corporate,2,334.7,669.4,0.8
2024-07-03,SFO,SEA,Business,Website,16,789.32,12629.12,0.59
2024-07-03,SFO,SEA,First,Corporate,17,1325.16,22527.72,0.95
2024-07-03,JFK,LAX,Economy,Travel Agent,116,183.59,21296.44,0.87
2024-07-03,JFK,LAX,Premium Economy,Website,4,321.01,1284.04,0.86
2024-07-03,JFK,LAX,Business,Mobile App,10,981.9,9819.0,0.94
